"","PC1","PC2","PC3","PC4"
"427",-1.41787377623632,0.233764129192709,-1.81022205974889,-0.275543691341152
"50",1.00032657008681,-0.103424604189115,-1.3159580388596,-0.191275573157295
"273",0.0264239480425789,3.65041948040408,2.70018211925611,-1.67972269217902
"65",-4.04768392316929,-2.97325419811265,0.8752031302179,2.28584282382875
"345",-3.2082433137451,2.85220267834074,2.77701346642256,0.0142124772695913
"423",-2.48954379375373,0.0649303356922221,0.814163510684265,-0.757110348974166
"424",-1.43744399311597,-0.50805874418328,-1.20085588740229,0.0863511849140948
"539",2.86683871761161,-3.15815602408667,0.937780243466981,1.85065486245218
"204",1.09487961062038,0.78125968843696,0.032837923641462,0.595137257599571
"58",-1.751532127542,-0.571308181891488,-3.64281104610143,-0.372882612012938
"310",1.09978971755579,5.51485800016687,3.84528736351168,2.37911775499224
"355",2.24892571352501,1.22050736014186,0.0646170614127683,-0.449305571962933
"347",5.06018700168806,-0.979073306798169,1.47280583582464,-0.6866691810166
"484",-0.778062105793182,3.23822176130606,4.5635690775017,-3.47451666193685
"298",-1.76048644002362,-0.417360178880436,-2.49423144215627,-1.09525544122526
"509",1.93696690622187,1.747786858764,1.03684797597325,3.19766661933672
"144",-2.30308328999302,4.38865333155084,-3.52287446530544,2.93487748326771
"318",1.01883082523209,2.4226324453212,1.05177037496493,-2.39674748868941
"171",-0.236757343350898,-1.61188730343421,0.564224475706535,1.39917716441294
"74",-3.56629267194053,2.67396214571792,1.44525125117919,2.08776782772491
"53",-1.44875548592788,0.707626845386235,-0.431781026573815,-3.59372729707367
"510",2.40209590985483,0.703085538013634,2.39378194117894,0.547415096934449
"397",-0.487713429970115,-1.24359029937733,0.49771759807915,0.328257139000492
"13",-2.71224956449795,-2.53881603449309,-0.248026998515066,0.210621426761934
"27",1.36210005830167,1.31311113118788,-0.210699413991038,0.782586201169668
"464",-1.63644696515118,-0.191875563049731,-1.36173354323191,1.60604408234566
"360",-0.853165594788163,-1.60031486532766,0.683651917240251,0.358676545297237
"376",-2.14059568170808,-2.29782718985477,-0.124549385036633,0.852014719495397
"146",-4.57989448537362,1.4648392794229,-0.170138631907856,1.5330007495835
"518",-1.19937207064307,-2.68220644445588,-0.0688290972371415,0.648485949698349
"317",-0.927334408788388,5.15230669162207,3.28009200361835,-1.35648992737885
"333",3.70907490827527,-1.98118980365176,0.345583568155294,1.32337120217135
"546",-0.637054794153647,0.240929766310186,0.396035703189,-3.44904523607538
"307",-0.918577505106273,-1.36224691649301,1.73353457998872,0.335719028893181
"605",-3.10472926183283,-2.91738728070524,0.529909219695242,-0.644346557963159
"390",-0.490076243413527,-1.61660605347949,0.752208362611584,-3.39613746737406
"380",3.25689653224484,5.10888929423378,0.170841990574216,-0.059275631800845
"110",-0.254617462941244,-0.98640548502334,-1.22140347120284,1.05876840683617
"443",4.61887161723512,-1.2609207699795,1.0783317752446,1.82646374715516
"12",0.521815732927223,-0.538532485036438,-2.52402319440948,-1.57557247084818
"359",-0.290141470231866,-0.927278262575058,0.0349042492035141,1.71946534259701
"554",-4.25268794035582,-1.66616361928534,1.17858686029529,2.10800189481008
"20",0.5872190404979,4.2332645826211,-0.0395550981166908,0.0685215226914433
"562",0.508236588902447,1.43432282074761,-1.06561669982919,-1.45346982129289
"316",1.06311693574545,0.741841918595967,-1.56544241804078,-1.94869489797421
"68",0.353732309214285,-1.56580612156624,-1.40789038654973,-1.21008034147154
"574",-0.379279609534785,-0.838718659484651,-0.0622565304843716,-2.4390807675957
"547",1.49640436752977,-1.76769667509449,0.183362696664991,-0.00676256641347481
"92",-0.812970871150057,1.56009839983785,-2.89819435431911,-0.113828730239592
"490",6.77102214147825,-1.44842757026317,2.82659086323159,0.612154033901483
"369",3.25554376863435,0.141393977855105,-0.210399443560461,-0.900542905024427
"45",-0.888522251154527,1.11775385008097,-1.4804942282468,-0.728599694050236
"83",1.21282515967503,-0.870541697000484,-1.37760768417262,-0.0766128791211754
"624",2.79427185488088,-0.819001153602154,1.9057489039142,-0.532130868036201
"529",2.18856742029556,-0.358648573804894,-0.440180824751615,-0.352852158366404
"276",-1.137115633489,0.79144964817066,-1.70353868897781,0.708607245787212
"287",-0.118338999138691,1.44683971065461,-3.28956115262251,0.0840582759021395
"442",-2.48476578082495,0.715265720575217,2.27529740458393,0.596830366623811
"15",-3.83465720317248,-1.97830216080572,1.17837329541616,1.25115559385698
"415",-1.50494938597015,4.13696803205369,1.00512162513804,0.81441866470469
"315",-0.804049408870242,-1.33860249942748,-0.598702032333486,-0.914359381358798
"69",-3.46694946641482,1.96586531756484,2.40872790246079,-1.81615761717009
"522",2.3463577868956,-2.1860807239856,0.530772935230728,0.344642567602406
"309",-0.0654191505003511,-2.44347928309928,0.483389257557405,-1.23294807123621
"475",2.47635241627978,2.94387139790148,-2.34926364432703,1.48517029474284
"491",2.08862263786002,3.26088504714786,1.63162408324586,0.239053174223056
"54",-3.56431277873704,-0.794223041735792,-2.1566718675678,-0.859325648022403
"143",0.341082825936876,-1.01664427087049,-0.949905151494538,0.104610237905505
"263",-1.39040875201809,-1.38995417958651,1.12344169266229,1.19634888369619
"61",-0.70769763155956,0.4328442938862,-2.55949082844205,-0.198884969752477
"42",-4.36693488402996,-2.27244936189703,1.72159245208243,1.0896265468175
"489",1.09875487762178,0.589649058763059,-2.97175892597466,2.00316139079605
"432",-1.30402100237716,1.15408306711417,0.154718246839356,-2.80775740243981
"277",2.47956494968476,-0.111536686646341,1.97240721900661,-0.087175474677009
"564",1.79160644389687,-2.34017994600945,0.953435889061968,0.233561846003293
"38",3.00733099106198,-0.991926917442773,-1.98328349328151,2.39141241908621
"302",5.07051841946606,-0.509912383702979,0.499593910162204,-0.787229010494429
"14",-3.82303198476949,-1.30067898732738,0.848245733149584,-0.58587620794095
"472",4.65832787855222,-0.863705194619166,-1.48218961969757,0.617630042312484
"556",0.157375344649362,-0.315370984169203,-1.15463002435658,0.465828612669342
"428",2.74419623259904,-2.69038557059408,0.959039583688777,-1.09210182671196
"461",0.451322942214945,-0.287249724471918,-2.93385732410682,-1.51708520585432
"416",1.02642185321972,-0.386327687209513,2.62623646700408,0.132247575035155
"148",-1.85903587742099,-2.19192430343528,-0.959391132088509,-0.524483768502844
"113",-2.53966177826537,3.79652658367231,-1.27708501746165,1.5070279263797
"82",-1.08214306966451,-2.18883156935885,-1.3332371722142,-1.7625741305932
"695",-1.01647227450387,0.30370805762374,2.57769184406834,-3.37680740539072
"480",-0.268992650445917,-2.49778432365751,1.52957261815211,-2.37844518200229
"213",2.44679794360237,-1.11090606714992,-0.480569629286278,0.626840360099456
"207",-1.4947380793783,-1.24816028341229,0.760642821156273,0.364035139655527
"262",-2.04179034299236,-1.90574334094385,0.542594041122239,-2.42750529949929
"37",2.53383084117529,-2.34302310171909,-0.441710610705895,0.20742336194194
"596",0.0169909696510367,2.30836173109762,-3.25689999666202,-0.413268429121725
"62",-3.9324517708158,0.425532853664818,1.58775054835354,-0.809479427079748
"364",-1.74459944113983,3.66906806061809,-2.4176542996501,0.674328841155174
"295",5.32264254252275,-1.09163215767935,-2.17897708861179,0.90452377064483
"175",0.828510295023925,-0.701964713845931,-1.83144429458694,-0.0375975486011468
"70",-2.82801891295484,-1.41572423285568,-2.01575259177166,0.533462086222055
"313",-0.935145588567978,0.326399704761919,-3.34222796909321,-0.489881289339075
"409",3.60542414730515,2.79119052945489,0.522228226739233,-0.265858227260793
"571",-3.87217237175511,-0.679880308066057,2.01258030133843,-0.195706524560412
"303",-0.00135611055603284,1.73147817157648,-0.267808464752886,-1.41850729322575
"609",-2.49916006024239,-3.0348827733868,2.53661538031796,2.0637162741777
"23",3.11289264281171,3.008815494192,-1.14594810686641,1.10730239430721
"565",1.65148978563772,-0.358521615120018,-1.59893415980185,0.173599743834658
"269",-2.52854229075801,2.50467266066762,2.13297492148758,-0.180007434051248
"644",2.59130199717045,-2.02484736853721,2.61489310623435,1.87765036391947
"220",-0.964504346096139,2.2121794350173,-2.9923593376059,-0.175701603634257
"259",-1.59872605202162,-1.32564612750123,1.95145930468026,0.94068853370759
"56",-1.06125663797404,-1.40738375896558,-1.87102177870381,0.716789231527946
"261",-0.307502903317156,-0.865917035336944,0.544191953665511,-0.432056132086771
"63",0.0339905917501956,0.903979252859456,-1.99839031670352,0.419892506482409
"8",-1.31149865080172,-2.03845868582479,-1.12574317239174,-0.224087855630155
